0.00    -5.80  7.00   -3648.51769630
0.00    -5.80  7.50   -3648.51757020
0.00    -5.80  8.00   -3648.51719580
0.00    -5.80  8.50   -3648.51670000
0.00    -5.80  9.00   -3648.51617400
0.00    -5.80  10.00  -3648.51513080
0.00    -5.80  12.00  -3648.51343850
0.00    -5.80  15.00  -3648.51229210
0.00    -5.80  25.00  -3648.51171810
0.00    -5.80  35.00  -3648.51157430
0.00    -5.50  2.50   -3648.11797570
0.00    -5.50  2.90   -3648.28578440
0.00    -5.50  3.10   -3648.34969030
0.00    -5.50  3.30   -3648.39995330
0.00    -5.50  3.50   -3648.43720900
0.00    -5.50  3.70   -3648.46252650
0.00    -5.50  3.90   -3648.47721940
0.00    -5.50  4.10   -3648.48614380
0.00    -5.50  4.30   -3648.49314220
0.00    -5.50  4.50   -3648.49858330
0.00    -5.50  5.00   -3648.50745640
0.00    -5.50  5.50   -3648.51225690
0.00    -5.50  6.00   -3648.51494780
0.00    -5.50  6.50   -3648.51631330
0.00    -5.50  7.00   -3648.51691510
0.00    -5.50  7.50   -3648.51699510
0.00    -5.50  8.00   -3648.51678120
0.00    -5.50  8.50   -3648.51641770
0.00    -5.50  8.90   -3648.51606790
0.00    -5.50  9.00   -3648.51597800
0.00    -5.50  9.10   -3648.51588720
0.00    -5.50  9.20   -3648.51579640
0.00    -5.50  9.30   -3648.51571010
0.00    -5.50  9.50   -3648.51551360
0.00    -5.50  10.00  -3648.51503220
0.00    -5.50  12.00  -3648.51338470
0.00    -5.50  15.00  -3648.51226440
0.00    -5.50  25.00  -3648.51171460
0.00    -5.50  35.00  -3648.51157570
0.00    -5.20  2.50   -3648.07809610
0.00    -5.20  2.90   -3648.26696640
0.00    -5.20  3.10   -3648.33863490
0.00    -5.20  3.30   -3648.39454010
0.00    -5.20  3.50   -3648.43540490
0.00    -5.20  3.70   -3648.46251700
0.00    -5.20  3.90   -3648.47746890
0.00    -5.20  4.10   -3648.48582930
0.00    -5.20  4.30   -3648.49234740
0.00    -5.20  4.50   -3648.49752030
0.00    -5.20  5.00   -3648.50615250
0.00    -5.20  5.50   -3648.51105170
0.00    -5.20  6.00   -3648.51386420
0.00    -5.20  6.50   -3648.51548010
0.00    -5.20  7.00   -3648.51625300
0.00    -5.20  7.50   -3648.51650500
0.00    -5.20  8.00   -3648.51643240
0.00    -5.20  8.50   -3648.51618740
0.00    -5.20  8.90   -3648.51591810
0.00    -5.20  9.00   -3648.51584240
0.00    -5.20  9.10   -3648.51575800
0.00    -5.20  9.20   -3648.51567470
0.00    -5.20  9.30   -3648.51558980
0.00    -5.20  9.50   -3648.51542060
0.00    -5.20  10.00  -3648.51497990
0.00    -5.20  12.00  -3648.51337420
0.00    -5.20  15.00  -3648.51225090
0.00    -5.20  25.00  -3648.51170770
0.00    -5.20  35.00  -3648.51157700
0.00    -4.90  2.50   -3647.99430610
0.00    -4.90  2.90   -3648.22940850
0.00    -4.90  3.10   -3648.31672920
0.00    -4.90  3.30   -3648.38346870
0.00    -4.90  3.50   -3648.43094130
0.00    -4.90  3.70   -3648.46116310
0.00    -4.90  3.90   -3648.47645910
0.00    -4.90  4.10   -3648.48467190
0.00    -4.90  4.30   -3648.49121990
0.00    -4.90  4.50   -3648.49640830
0.00    -4.90  5.00   -3648.50511430
0.00    -4.90  5.50   -3648.51013090
0.00    -4.90  6.00   -3648.51309130
0.00    -4.90  6.50   -3648.51482600
0.00    -4.90  7.00   -3648.51573220
0.00    -4.90  7.50   -3648.51610880
0.00    -4.90  8.00   -3648.51615110
0.00    -4.90  8.50   -3648.51598740
0.00    -4.90  8.90   -3648.51577390
0.00    -4.90  9.00   -3648.51570850
0.00    -4.90  9.10   -3648.51563810
0.00    -4.90  9.20   -3648.51556690
0.00    -4.90  9.30   -3648.51549230
0.00    -4.90  9.50   -3648.51533930
0.00    -4.90  10.00  -3648.51492860
0.00    -4.90  12.00  -3648.51334940
0.00    -4.90  15.00  -3648.51223640
0.00    -4.90  25.00  -3648.51170320
0.00    -4.90  35.00  -3648.51157320
0.00    -4.60  2.50   -3647.85620810
0.00    -4.60  2.90   -3648.16628380
0.00    -4.60  3.10   -3648.27829300
0.00    -4.60  3.30   -3648.36211120
0.00    -4.60  3.50   -3648.42034530
0.00    -4.60  3.70   -3648.45636290
0.00    -4.60  3.90   -3648.47371200
0.00    -4.60  4.10   -3648.48254680
0.00    -4.60  4.30   -3648.48947760
0.00    -4.60  4.50   -3648.49502590
0.00    -4.60  5.00   -3648.50424810
0.00    -4.60  5.50   -3648.50952350
0.00    -4.60  6.00   -3648.51259360
0.00    -4.60  6.50   -3648.51440210
0.00    -4.60  7.00   -3648.51538570
0.00    -4.60  7.50   -3648.51581720
0.00    -4.60  8.00   -3648.51595350
0.00    -4.60  8.50   -3648.51585840
0.00    -4.60  8.90   -3648.51568380
0.00    -4.60  9.00   -3648.51562790
0.00    -4.60  9.10   -3648.51556810
0.00    -4.60  9.20   -3648.51550540
0.00    -4.60  9.30   -3648.51543610
0.00    -4.60  9.50   -3648.51529580
0.00    -4.60  10.00  -3648.51490090
0.00    -4.60  12.00  -3648.51331530
0.00    -4.60  15.00  -3648.51221850
0.00    -4.60  25.00  -3648.51169870
0.00    -4.60  35.00  -3648.51156940
0.00    -4.30  2.50   -3647.65897080
0.00    -4.30  2.90   -3648.07604160
0.00    -4.30  3.10   -3648.22255870
0.00    -4.30  3.30   -3648.33012410
0.00    -4.30  3.50   -3648.40344800
0.00    -4.30  3.70   -3648.44792780
0.00    -4.30  3.90   -3648.46884340
0.00    -4.30  4.10   -3648.47901750
0.00    -4.30  4.30   -3648.48705560
0.00    -4.30  4.50   -3648.49327470
0.00    -4.30  5.00   -3648.50355370
0.00    -4.30  5.50   -3648.50916730
0.00    -4.30  6.00   -3648.51233890
0.00    -4.30  6.50   -3648.51416390
0.00    -4.30  7.00   -3648.51518210
0.00    -4.30  7.50   -3648.51569040
0.00    -4.30  8.00   -3648.51585030
0.00    -4.30  8.50   -3648.51580130
0.00    -4.30  8.90   -3648.51565530
0.00    -4.30  9.00   -3648.51560460
0.00    -4.30  9.10   -3648.51554930
0.00    -4.30  9.20   -3648.51549020
0.00    -4.30  9.30   -3648.51542860
0.00    -4.30  9.50   -3648.51529030
0.00    -4.30  10.00  -3648.51489970
0.00    -4.30  12.00  -3648.51329130
0.00    -4.30  15.00  -3648.51220760
0.00    -4.30  25.00  -3648.51169420
0.00    -4.30  35.00  -3648.51156560
0.00    -4.00  2.50   -3647.41839490
0.00    -4.00  2.90   -3647.96678930
0.00    -4.00  3.10   -3648.15458980
0.00    -4.00  3.30   -3648.29030050
0.00    -4.00  3.50   -3648.38152100
0.00    -4.00  3.70   -3648.43623450
0.00    -4.00  3.90   -3648.46180670
0.00    -4.00  4.10   -3648.47410250
0.00    -4.00  4.30   -3648.48365380
0.00    -4.00  4.50   -3648.49100560
0.00    -4.00  5.00   -3648.50282390
0.00    -4.00  5.50   -3648.50898840
0.00    -4.00  6.00   -3648.51231040
0.00    -4.00  6.50   -3648.51415360
0.00    -4.00  7.00   -3648.51517740
0.00    -4.00  7.50   -3648.51568770
0.00    -4.00  8.00   -3648.51586270
0.00    -4.00  8.50   -3648.51583670
0.00    -4.00  8.90   -3648.51569880
0.00    -4.00  9.00   -3648.51564890
0.00    -4.00  9.10   -3648.51559410
0.00    -4.00  9.20   -3648.51553470
0.00    -4.00  9.30   -3648.51547180
0.00    -4.00  9.50   -3648.51533010
0.00    -4.00  10.00  -3648.51492770
0.00    -4.00  12.00  -3648.51327610
0.00    -4.00  15.00  -3648.51219430
0.00    -4.00  25.00  -3648.51168990
0.00    -4.00  35.00  -3648.51156310
0.00    -3.70  2.50   -3647.15991470
0.00    -3.70  2.90   -3647.84825710
0.00    -3.70  3.10   -3648.07967270
0.00    -3.70  3.30   -3648.24526930
0.00    -3.70  3.50   -3648.35578560
0.00    -3.70  3.70   -3648.42186980
0.00    -3.70  3.90   -3648.45296400
0.00    -3.70  4.10   -3648.46796380
0.00    -3.70  4.30   -3648.47947760
0.00    -3.70  4.50   -3648.48824970
0.00    -3.70  5.00   -3648.50200930
0.00    -3.70  5.50   -3648.50891180
0.00    -3.70  6.00   -3648.51246200
0.00    -3.70  6.50   -3648.51433410
0.00    -3.70  7.00   -3648.51533060
0.00    -3.70  7.50   -3648.51582090
0.00    -3.70  8.00   -3648.51601090
0.00    -3.70  8.50   -3648.51598000
0.00    -3.70  8.90   -3648.51582340
0.00    -3.70  9.00   -3648.51577080
0.00    -3.70  9.10   -3648.51571310
0.00    -3.70  9.20   -3648.51565030
0.00    -3.70  9.30   -3648.51558170
0.00    -3.70  9.50   -3648.51543720
0.00    -3.70  10.00  -3648.51500120
0.00    -3.70  12.00  -3648.51327120
0.00    -3.70  15.00  -3648.51218130
0.00    -3.70  25.00  -3648.51168530
0.00    -3.70  35.00  -3648.51155920
0.00    -3.40  2.50   -3646.92166240
0.00    -3.40  2.90   -3647.73498570
0.00    -3.40  3.10   -3648.00588940
0.00    -3.40  3.30   -3648.19929930
0.00    -3.40  3.50   -3648.32846310
0.00    -3.40  3.70   -3648.40605960
0.00    -3.40  3.90   -3648.44309950
0.00    -3.40  4.10   -3648.46118400
0.00    -3.40  4.30   -3648.47491830
0.00    -3.40  4.50   -3648.48530820
0.00    -3.40  5.00   -3648.50131640
0.00    -3.40  5.50   -3648.50903450
0.00    -3.40  6.00   -3648.51279860
0.00    -3.40  6.50   -3648.51468140
0.00    -3.40  7.00   -3648.51564270
0.00    -3.40  7.50   -3648.51611000
0.00    -3.40  8.00   -3648.51626460
0.00    -3.40  8.50   -3648.51620400
0.00    -3.40  8.90   -3648.51602990
0.00    -3.40  9.00   -3648.51596990
0.00    -3.40  9.10   -3648.51590440
0.00    -3.40  9.20   -3648.51583380
0.00    -3.40  9.30   -3648.51575690
0.00    -3.40  9.50   -3648.51558610
0.00    -3.40  10.00  -3648.51512010
0.00    -3.40  12.00  -3648.51327700
0.00    -3.40  15.00  -3648.51217000
0.00    -3.40  25.00  -3648.51168010
0.00    -3.40  35.00  -3648.51155060
0.00    -3.10  2.50   -3646.72673050
0.00    -3.10  2.90   -3647.63849190
0.00    -3.10  3.10   -3647.94096550
0.00    -3.10  3.30   -3648.15752800
0.00    -3.10  3.50   -3648.30290720
0.00    -3.10  3.70   -3648.39082400
0.00    -3.10  3.90   -3648.43309780
0.00    -3.10  4.10   -3648.45424430
0.00    -3.10  4.30   -3648.47026530
0.00    -3.10  4.50   -3648.48231250
0.00    -3.10  5.00   -3648.50064060
0.00    -3.10  5.50   -3648.50925150
0.00    -3.10  6.00   -3648.51328160
0.00    -3.10  6.50   -3648.51519620
0.00    -3.10  7.00   -3648.51611400
0.00    -3.10  7.50   -3648.51653160
0.00    -3.10  8.00   -3648.51664080
0.00    -3.10  8.50   -3648.51653500
0.00    -3.10  8.90   -3648.51631810
0.00    -3.10  9.00   -3648.51624680
0.00    -3.10  9.10   -3648.51616970
0.00    -3.10  9.20   -3648.51608740
0.00    -3.10  9.30   -3648.51600060
0.00    -3.10  9.50   -3648.51581210
0.00    -3.10  10.00  -3648.51527550
0.00    -3.10  12.00  -3648.51329470
0.00    -3.10  15.00  -3648.51216070
0.00    -3.10  25.00  -3648.51167550
0.00    -3.10  35.00  -3648.51154670
0.00    -2.80  2.50   -3646.52939700
0.00    -2.80  2.90   -3647.53702350
0.00    -2.80  3.10   -3647.87111810
0.00    -2.80  3.30   -3648.11206680
0.00    -2.80  3.50   -3648.27540470
0.00    -2.80  3.70   -3648.37525170
0.00    -2.80  3.90   -3648.42380720
0.00    -2.80  4.10   -3648.44789180
0.00    -2.80  4.30   -3648.46606000
0.00    -2.80  4.50   -3648.47966290
0.00    -2.80  5.00   -3648.50018170
0.00    -2.80  5.50   -3648.50962630
0.00    -2.80  6.00   -3648.51391550
0.00    -2.80  6.50   -3648.51585210
0.00    -2.80  7.00   -3648.51671600
0.00    -2.80  7.50   -3648.51706480
0.00    -2.80  8.00   -3648.51712220
0.00    -2.80  8.50   -3648.51696080
0.00    -2.80  8.90   -3648.51668470
0.00    -2.80  9.00   -3648.51659830
0.00    -2.80  9.10   -3648.51650780
0.00    -2.80  9.20   -3648.51641080
0.00    -2.80  9.30   -3648.51630730
0.00    -2.80  9.50   -3648.51609110
0.00    -2.80  10.00  -3648.51549880
0.00    -2.80  12.00  -3648.51331810
0.00    -2.80  15.00  -3648.51215310
0.00    -2.80  25.00  -3648.51167090
0.00    -2.80  35.00  -3648.51154270
0.00    -2.50  2.50   -3646.30669060
0.00    -2.50  2.90   -3647.42679880
0.00    -2.50  3.10   -3647.79647720
0.00    -2.50  3.30   -3648.06476210
0.00    -2.50  3.50   -3648.24814820
0.00    -2.50  3.70   -3648.36102250
0.00    -2.50  3.90   -3648.41582600
0.00    -2.50  4.10   -3648.44271760
0.00    -2.50  4.30   -3648.46271750
0.00    -2.50  4.50   -3648.47761260
0.00    -2.50  5.00   -3648.49998710
0.00    -2.50  5.50   -3648.51016690
0.00    -2.50  6.00   -3648.51467180
0.00    -2.50  6.50   -3648.51663120
0.00    -2.50  7.00   -3648.51743590
0.00    -2.50  7.50   -3648.51770870
0.00    -2.50  8.00   -3648.51769110
0.00    -2.50  8.50   -3648.51744560
0.00    -2.50  8.90   -3648.51712040
0.00    -2.50  9.00   -3648.51701520
0.00    -2.50  9.10   -3648.51690950
0.00    -2.50  9.20   -3648.51679580
0.00    -2.50  9.30   -3648.51667800
0.00    -2.50  9.50   -3648.51642670
0.00    -2.50  10.00  -3648.51575330
0.00    -2.50  12.00  -3648.51337760
0.00    -2.50  15.00  -3648.51214700
0.00    -2.50  25.00  -3648.51166610
0.00    -2.50  35.00  -3648.51153880
0.00    -2.20  2.50   -3646.04108310
0.00    -2.20  2.90   -3647.29736680
0.00    -2.20  3.10   -3647.71018180
0.00    -2.20  3.30   -3648.01178410
0.00    -2.20  3.50   -3648.21967000
0.00    -2.20  3.70   -3648.34835880
0.00    -2.20  3.90   -3648.41044280
0.00    -2.20  4.10   -3648.43929810
0.00    -2.20  4.30   -3648.46092420
0.00    -2.20  4.50   -3648.47678090
0.00    -2.20  5.00   -3648.50042380
0.00    -2.20  5.50   -3648.51103470
0.00    -2.20  6.00   -3648.51565070
0.00    -2.20  6.50   -3648.51754720
0.00    -2.20  7.00   -3648.51825540
0.00    -2.20  7.50   -3648.51843620
0.00    -2.20  8.00   -3648.51833360
0.00    -2.20  8.50   -3648.51801260
0.00    -2.20  8.90   -3648.51759350
0.00    -2.20  9.00   -3648.51748360
0.00    -2.20  9.10   -3648.51734860
0.00    -2.20  9.20   -3648.51722400
0.00    -2.20  9.30   -3648.51708520
0.00    -2.20  9.50   -3648.51681050
0.00    -2.20  10.00  -3648.51604490
0.00    -2.20  12.00  -3648.51343330
0.00    -2.20  15.00  -3648.51214310
0.00    -2.20  25.00  -3648.51166130
0.00    -2.20  35.00  -3648.51153480
0.00    -1.90  2.50   -3645.73584350
0.00    -1.90  2.90   -3647.15142920
0.00    -1.90  3.10   -3647.61509530
0.00    -1.90  3.30   -3647.95616790
0.00    -1.90  3.50   -3648.19291900
0.00    -1.90  3.70   -3648.33958160
0.00    -1.90  3.90   -3648.40858890
0.00    -1.90  4.10   -3648.43876380
0.00    -1.90  4.30   -3648.46105010
0.00    -1.90  4.50   -3648.47739420
0.00    -1.90  5.00   -3648.50161780
0.00    -1.90  5.50   -3648.51232410
0.00    -1.90  6.00   -3648.51680300
0.00    -1.90  6.50   -3648.51856860
0.00    -1.90  7.00   -3648.51915270
0.00    -1.90  7.50   -3648.51922260
0.00    -1.90  8.00   -3648.51901950
0.00    -1.90  8.50   -3648.51860980
0.00    -1.90  8.90   -3648.51812630
0.00    -1.90  9.00   -3648.51798910
0.00    -1.90  9.10   -3648.51784560
0.00    -1.90  9.20   -3648.51769610
0.00    -1.90  9.30   -3648.51754070
0.00    -1.90  9.50   -3648.51721810
0.00    -1.90  10.00  -3648.51636590
0.00    -1.90  12.00  -3648.51348360
0.00    -1.90  15.00  -3648.51214130
0.00    -1.90  25.00  -3648.51165650
0.00    -1.90  35.00  -3648.51153080
0.00    -1.60  2.50   -3645.36129060
0.00    -1.60  2.90   -3646.96652460
0.00    -1.60  3.10   -3647.49223510
0.00    -1.60  3.30   -3647.88324070
0.00    -1.60  3.50   -3648.15801780
0.00    -1.60  3.70   -3648.32950400
0.00    -1.60  3.90   -3648.40909430
0.00    -1.60  4.10   -3648.44102030
0.00    -1.60  4.30   -3648.46341020
0.00    -1.60  4.50   -3648.47983710
0.00    -1.60  5.00   -3648.50365910
0.00    -1.60  5.50   -3648.51397870
0.00    -1.60  6.00   -3648.51812660
0.00    -1.60  6.50   -3648.51968940
0.00    -1.60  7.00   -3648.52010800
0.00    -1.60  7.50   -3648.52004360
0.00    -1.60  8.00   -3648.51972940
0.00    -1.60  8.50   -3648.51921760
0.00    -1.60  8.90   -3648.51866780
0.00    -1.60  9.00   -3648.51851260
0.00    -1.60  9.10   -3648.51835120
0.00    -1.60  9.20   -3648.51818430
0.00    -1.60  9.30   -3648.51801330
0.00    -1.60  9.50   -3648.51765560
0.00    -1.60  10.00  -3648.51670170
0.00    -1.60  12.00  -3648.51354880
0.00    -1.60  15.00  -3648.51213830
0.00    -1.60  25.00  -3648.51165160
0.00    -1.60  35.00  -3648.51152670
0.00    -1.30  2.50   -3644.96886080
0.00    -1.30  2.90   -3646.77131070
0.00    -1.30  3.10   -3647.36331440
0.00    -1.30  3.30   -3647.80918100
0.00    -1.30  3.50   -3648.12628800
0.00    -1.30  3.70   -3648.32476710
0.00    -1.30  3.90   -3648.41383420
0.00    -1.30  4.10   -3648.44543810
0.00    -1.30  4.30   -3648.46816890
0.00    -1.30  4.50   -3648.48392540
0.00    -1.30  5.00   -3648.50641670
0.00    -1.30  5.50   -3648.51583780
0.00    -1.30  6.00   -3648.51964170
0.00    -1.30  6.50   -3648.52089010
0.00    -1.30  7.00   -3648.52109460
0.00    -1.30  7.50   -3648.52087280
0.00    -1.30  8.00   -3648.52044170
0.00    -1.30  8.50   -3648.51983440
0.00    -1.30  8.90   -3648.51920770
0.00    -1.30  9.00   -3648.51903580
0.00    -1.30  9.10   -3648.51885750
0.00    -1.30  9.20   -3648.51867390
0.00    -1.30  9.30   -3648.51848610
0.00    -1.30  9.50   -3648.51809450
0.00    -1.30  10.00  -3648.51705320
0.00    -1.30  12.00  -3648.51363240
0.00    -1.30  15.00  -3648.51213980
0.00    -1.30  25.00  -3648.51164670
0.00    -1.30  35.00  -3648.51152270
0.00    -1.00  2.50   -3644.59156790
0.00    -1.00  2.90   -3646.57639910
0.00    -1.00  3.10   -3647.23398830
0.00    -1.00  3.30   -3647.73724610
0.00    -1.00  3.50   -3648.09998930
0.00    -1.00  3.70   -3648.32718970
0.00    -1.00  3.90   -3648.42426200
0.00    -1.00  4.10   -3648.45378720
0.00    -1.00  4.30   -3648.47506810
0.00    -1.00  4.50   -3648.48960400
0.00    -1.00  5.00   -3648.50985330
0.00    -1.00  5.50   -3648.51820410
0.00    -1.00  6.00   -3648.52132880
0.00    -1.00  6.50   -3648.52214400
0.00    -1.00  7.00   -3648.52208470
0.00    -1.00  7.50   -3648.52168470
0.00    -1.00  8.00   -3648.52112240
0.00    -1.00  8.50   -3648.52041160
0.00    -1.00  8.90   -3648.51972630
0.00    -1.00  9.00   -3648.51953870
0.00    -1.00  9.10   -3648.51934410
0.00    -1.00  9.20   -3648.51913940
0.00    -1.00  9.30   -3648.51892850
0.00    -1.00  9.50   -3648.51852570
0.00    -1.00  10.00  -3648.51741000
0.00    -1.00  12.00  -3648.51375460
0.00    -1.00  15.00  -3648.51214310
0.00    -1.00  25.00  -3648.51164170
0.00    -1.00  35.00  -3648.51151860
0.00    -0.70  2.50   -3644.26297280
0.00    -0.70  2.90   -3646.41346730
0.00    -0.70  3.10   -3647.12617840
0.00    -0.70  3.30   -3647.67828320
0.00    -0.70  3.50   -3648.08079030
0.00    -0.70  3.70   -3648.33365770
0.00    -0.70  3.90   -3648.43832940
0.00    -0.70  4.10   -3648.46528870
0.00    -0.70  4.30   -3648.48380500
0.00    -0.70  4.50   -3648.49723520
0.00    -0.70  5.00   -3648.51441930
0.00    -0.70  5.50   -3648.52077010
0.00    -0.70  6.00   -3648.52302230
0.00    -0.70  6.50   -3648.52341930
0.00    -0.70  7.00   -3648.52305330
0.00    -0.70  7.50   -3648.52245880
0.00    -0.70  8.00   -3648.52176550
0.00    -0.70  8.50   -3648.52095780
0.00    -0.70  8.90   -3648.52020680
0.00    -0.70  9.00   -3648.52000490
0.00    -0.70  9.10   -3648.51979660
0.00    -0.70  9.20   -3648.51958250
0.00    -0.70  9.30   -3648.51936290
0.00    -0.70  9.50   -3648.51890200
0.00    -0.70  10.00  -3648.51774380
0.00    -0.70  12.00  -3648.51384680
0.00    -0.70  15.00  -3648.51214740
0.00    -0.70  25.00  -3648.51163670
0.00    -0.70  35.00  -3648.51151450
0.00    -0.40  2.50   -3644.11948060
0.00    -0.40  2.90   -3646.36449180
0.00    -0.40  3.10   -3647.09546400
0.00    -0.40  3.30   -3647.66283920
0.00    -0.40  3.50   -3648.07915810
0.00    -0.40  3.70   -3648.34283950
0.00    -0.40  3.90   -3648.45283960
0.00    -0.40  4.10   -3648.47774530
0.00    -0.40  4.30   -3648.49446120
0.00    -0.40  4.50   -3648.50525010
0.00    -0.40  5.00   -3648.51926820
0.00    -0.40  5.50   -3648.52361380
0.00    -0.40  6.00   -3648.52484400
0.00    -0.40  6.50   -3648.52466850
0.00    -0.40  7.00   -3648.52396950
0.00    -0.40  7.50   -3648.52316860
0.00    -0.40  8.00   -3648.52233990
0.00    -0.40  8.50   -3648.52143880
0.00    -0.40  8.90   -3648.52063300
0.00    -0.40  9.00   -3648.52041840
0.00    -0.40  9.10   -3648.52019980
0.00    -0.40  9.20   -3648.51997400
0.00    -0.40  9.30   -3648.51974080
0.00    -0.40  9.50   -3648.51925910
0.00    -0.40  10.00  -3648.51803990
0.00    -0.40  12.00  -3648.51391800
0.00    -0.40  15.00  -3648.51215270
0.00    -0.40  25.00  -3648.51163170
0.00    -0.40  35.00  -3648.51151040
0.00    -0.10  2.50   -3644.15259530
0.00    -0.10  2.90   -3646.42200540
0.00    -0.10  3.10   -3647.14591450
0.00    -0.10  3.30   -3647.70354760
0.00    -0.10  3.50   -3648.11029950
0.00    -0.10  3.70   -3648.36620320
0.00    -0.10  3.90   -3648.47096050
0.00    -0.10  4.10   -3648.49207930
0.00    -0.10  4.30   -3648.50582420
0.00    -0.10  4.50   -3648.51439240
0.00    -0.10  5.00   -3648.52415950
0.00    -0.10  5.50   -3648.52649910
0.00    -0.10  6.00   -3648.52663010
0.00    -0.10  6.50   -3648.52584760
0.00    -0.10  7.00   -3648.52480200
0.00    -0.10  7.50   -3648.52379440
0.00    -0.10  8.00   -3648.52283310
0.00    -0.10  8.50   -3648.52184560
0.00    -0.10  8.90   -3648.52099150
0.00    -0.10  9.00   -3648.52076710
0.00    -0.10  9.10   -3648.52053920
0.00    -0.10  9.20   -3648.52030620
0.00    -0.10  9.30   -3648.52006840
0.00    -0.10  9.50   -3648.51958460
