0.00    -6.60  2.50   -3647.80515310
0.00    -6.60  2.90   -3648.06990280
0.00    -6.60  3.10   -3648.16223550
0.00    -6.60  3.30   -3648.23124680
0.00    -6.60  3.50   -3648.28022870
0.00    -6.60  3.70   -3648.31252910
0.00    -6.60  3.90   -3648.33127980
0.00    -6.60  4.10   -3648.34146000
0.00    -6.60  4.30   -3648.34926480
0.00    -6.60  4.50   -3648.35503460
0.00    -6.60  5.00   -3648.36347100
0.00    -6.60  5.50   -3648.36691140
0.00    -6.60  6.00   -3648.36728150
0.00    -6.60  6.50   -3648.36602790
0.00    -6.60  7.00   -3648.36389200
0.00    -6.60  7.50   -3648.36120680
0.00    -6.60  8.00   -3648.35834780
0.00    -6.60  8.50   -3648.35553930
0.00    -6.60  9.00   -3648.35284610
0.00    -6.60  10.00  -3648.34796450
0.00    -6.60  12.00  -3648.34019670
0.00    -6.60  15.00  -3648.33240090
0.00    -6.60  25.00  -3648.31777340
0.00    -6.60  35.00  -3648.30774340
0.00    -6.40  2.50   -3647.86649860
0.00    -6.40  2.90   -3648.09614130
0.00    -6.40  3.10   -3648.17772000
0.00    -6.40  3.30   -3648.23952610
0.00    -6.40  3.50   -3648.28405040
0.00    -6.40  3.70   -3648.31391130
0.00    -6.40  3.90   -3648.33162880
0.00    -6.40  4.10   -3648.34122640
0.00    -6.40  4.30   -3648.34861520
0.00    -6.40  4.50   -3648.35413590
0.00    -6.40  5.00   -3648.36227730
0.00    -6.40  5.50   -3648.36568440
0.00    -6.40  6.00   -3648.36611970
0.00    -6.40  6.50   -3648.36489970
0.00    -6.40  7.00   -3648.36287880
0.00    -6.40  7.50   -3648.36022250
0.00    -6.40  8.00   -3648.35742370
0.00    -6.40  8.50   -3648.35461750
0.00    -6.40  9.00   -3648.35195290
0.00    -6.40  10.00  -3648.34714840
0.00    -6.40  12.00  -3648.33950030
0.00    -6.40  15.00  -3648.33188400
0.00    -6.40  25.00  -3648.31754060
0.00    -6.40  35.00  -3648.30757490
0.00    -6.20  2.50   -3647.91556950
0.00    -6.20  2.90   -3648.11828650
0.00    -6.20  3.10   -3648.19144890
0.00    -6.20  3.30   -3648.24744880
0.00    -6.20  3.50   -3648.28817890
0.00    -6.20  3.70   -3648.31571730
0.00    -6.20  3.90   -3648.33213170
